0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
1410 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.800968030531 Other:0.00132851093362 Building_or_Public_Space:0.181850615643 Road_or_Driveway:0.0158528428918 Traffic_Signal:0.0
1411 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.687053320691 Other:0.0122095144672 Building_or_Public_Space:0.272722593772 Road_or_Driveway:0.0280145710697 Traffic_Signal:0.0
1412 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.464349123458 Other:0.0186703839525 Building_or_Public_Space:0.50243859638 Road_or_Driveway:0.0145418962096 Traffic_Signal:0.0
1413 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.429476714915 Other:0.00460386283495 Building_or_Public_Space:0.328612071424 Road_or_Driveway:0.234593067038 Traffic_Signal:0.00271428378823
1414 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.903040646166 Other:0.00353490309676 Building_or_Public_Space:0.0815039411021 Road_or_Driveway:0.0119205096346 Traffic_Signal:0.0
1415 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.717672787272 Other:0.0137605439361 Building_or_Public_Space:0.242839087778 Road_or_Driveway:0.0257275810144 Traffic_Signal:0.0
1416 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.853490034901 Other:0.0072459296037 Building_or_Public_Space:0.130117157024 Road_or_Driveway:0.00914687847114 Traffic_Signal:0.0
1417 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.940755812193 Other:0.00701135368398 Building_or_Public_Space:0.045130704775 Road_or_Driveway:0.00710212934764 Traffic_Signal:0.0
1418 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.828068778237 Other:0.0056454662568 Building_or_Public_Space:0.15440268447 Road_or_Driveway:0.0118830710362 Traffic_Signal:0.0
1419 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.661368310885 Other:0.0234525534104 Building_or_Public_Space:0.294581774578 Road_or_Driveway:0.0205973611269 Traffic_Signal:0.0
1420 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.627141505162 Other:0.0226658408674 Building_or_Public_Space:0.274101808367 Road_or_Driveway:0.0760908456035 Traffic_Signal:0.0
1421 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.8691343185 Other:0.00602328025669 Building_or_Public_Space:0.119472871229 Road_or_Driveway:0.00536953001477 Traffic_Signal:0.0
1422 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.928587814774 Other:0.00402726398519 Building_or_Public_Space:0.0601541180839 Road_or_Driveway:0.00723080315663 Traffic_Signal:0.0
1423 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.893452871829 Other:0.00308990334263 Building_or_Public_Space:0.0879423428705 Road_or_Driveway:0.015514881958 Traffic_Signal:0.0
1424 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.703875681197 Other:0.0045122512837 Building_or_Public_Space:0.282854462916 Road_or_Driveway:0.00875760460375 Traffic_Signal:0.0
1425 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.922381408006 Other:0.00484130477507 Building_or_Public_Space:0.0558472017063 Road_or_Driveway:0.016930085513 Traffic_Signal:0.0
1426 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.81504308256 Other:0.0130566795817 Building_or_Public_Space:0.163838087586 Road_or_Driveway:0.00806215027256 Traffic_Signal:0.0
1427 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.937823342255 Other:0.00165845147305 Building_or_Public_Space:0.0520156240319 Road_or_Driveway:0.00850258223964 Traffic_Signal:0.0
1428 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.627836129486 Other:0.00908570585941 Building_or_Public_Space:0.335935609663 Road_or_Driveway:0.0271425549924 Traffic_Signal:0.0
1429 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.858810331971 Other:0.00682511934072 Building_or_Public_Space:0.128370305959 Road_or_Driveway:0.00599424272947 Traffic_Signal:0.0
1430 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.776274651272 Other:0.021255091844 Building_or_Public_Space:0.174543107756 Road_or_Driveway:0.0279271491277 Traffic_Signal:0.0
1431 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.479566735537 Other:0.0226493004469 Building_or_Public_Space:0.345043349108 Road_or_Driveway:0.152740614908 Traffic_Signal:0.0
1432 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.455994082595 Other:0.0156292098811 Building_or_Public_Space:0.444364241837 Road_or_Driveway:0.0840124656871 Traffic_Signal:0.0
1433 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.86049072608 Other:0.0197547139123 Building_or_Public_Space:0.1033766744 Road_or_Driveway:0.0163778856077 Traffic_Signal:0.0
1434 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.852455878999 Other:0.00607418626748 Building_or_Public_Space:0.0954111483686 Road_or_Driveway:0.0460587863645 Traffic_Signal:0.0
1435 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.731380773565 Other:0.0215326556987 Building_or_Public_Space:0.214613588505 Road_or_Driveway:0.0324729822315 Traffic_Signal:0.0
1436 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.707615938185 Other:0.00535658264876 Building_or_Public_Space:0.23472515206 Road_or_Driveway:0.0523023271062 Traffic_Signal:0.0
1437 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.683721696217 Other:0.0172334775886 Building_or_Public_Space:0.221947012947 Road_or_Driveway:0.077097813248 Traffic_Signal:0.0
1438 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.730508893658 Other:0.00511912425028 Building_or_Public_Space:0.201469583834 Road_or_Driveway:0.0629023982576 Traffic_Signal:0.0
1439 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.571047876668 Other:0.011319041043 Building_or_Public_Space:0.377555461414 Road_or_Driveway:0.0400776208743 Traffic_Signal:0.0
1440 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.274415179391 Other:0.00391790891204 Building_or_Public_Space:0.657135009439 Road_or_Driveway:0.0645319022579 Traffic_Signal:0.0
1441 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.524845312578 Other:0.00308028463068 Building_or_Public_Space:0.433500216622 Road_or_Driveway:0.0384024420237 Traffic_Signal:0.000171744145898
1442 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.594352167797 Other:0.0329348142122 Building_or_Public_Space:0.313754211681 Road_or_Driveway:0.0589588063098 Traffic_Signal:0.0
1443 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.839579237536 Other:0.00903358691059 Building_or_Public_Space:0.103850917701 Road_or_Driveway:0.0475362578532 Traffic_Signal:0.0
1444 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.783037230744 Other:0.0106510433477 Building_or_Public_Space:0.197371959569 Road_or_Driveway:0.00893976633889 Traffic_Signal:0.0
1445 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.831317488515 Other:0.00242564000465 Building_or_Public_Space:0.158976861841 Road_or_Driveway:0.00728000963974 Traffic_Signal:0.0
1446 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.476085649812 Other:0.00385121842362 Building_or_Public_Space:0.490825234502 Road_or_Driveway:0.0292378972619 Traffic_Signal:0.0
1447 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.577418319631 Other:0.00201499717712 Building_or_Public_Space:0.362705486528 Road_or_Driveway:0.0561980584674 Traffic_Signal:0.00166313819628
1448 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.937794607144 Other:0.000375703977764 Building_or_Public_Space:0.0608588436336 Road_or_Driveway:0.000970845245118 Traffic_Signal:0.0
1449 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.942426949464 Other:0.000465507773171 Building_or_Public_Space:0.0563213186916 Road_or_Driveway:0.000786224071196 Traffic_Signal:0.0
1450 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.373379709203 Other:0.00677293328834 Building_or_Public_Space:0.587483547836 Road_or_Driveway:0.032363809672 Traffic_Signal:0.0
1451 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.740559791813 Other:0.00645733097162 Building_or_Public_Space:0.19832173392 Road_or_Driveway:0.0537811926588 Traffic_Signal:0.000879950637085
1452 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.968576456674 Other:0.000904818253631 Building_or_Public_Space:0.0250922657407 Road_or_Driveway:0.00542645933217 Traffic_Signal:0.0
1453 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.877402588732 Other:0.00227378611168 Building_or_Public_Space:0.0954091137647 Road_or_Driveway:0.0249145113912 Traffic_Signal:0.0
1454 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.839641590384 Other:0.00222381703447 Building_or_Public_Space:0.145027964126 Road_or_Driveway:0.0131066284555 Traffic_Signal:0.0
1455 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.764004465953 Other:0.00778100016312 Building_or_Public_Space:0.212110534247 Road_or_Driveway:0.0161039996364 Traffic_Signal:0.0
1456 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.82423257396 Other:0.0119835145544 Building_or_Public_Space:0.15256192982 Road_or_Driveway:0.0112219816654 Traffic_Signal:0.0
1457 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.567609463189 Other:0.00769052369806 Building_or_Public_Space:0.278460031116 Road_or_Driveway:0.146239981997 Traffic_Signal:0.0
1458 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.636061929589 Other:0.00348298200569 Building_or_Public_Space:0.255759799381 Road_or_Driveway:0.104695289024 Traffic_Signal:0.0
1459 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.416344681209 Other:0.0104794885967 Building_or_Public_Space:0.322409081823 Road_or_Driveway:0.250766748371 Traffic_Signal:0.0
1460 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.586614834606 Other:0.00957854497167 Building_or_Public_Space:0.352827386341 Road_or_Driveway:0.0509792340811 Traffic_Signal:0.0
1461 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.496963519868 Other:0.105391830405 Building_or_Public_Space:0.369339648014 Road_or_Driveway:0.0283050017138 Traffic_Signal:0.0
1462 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.784409670221 Other:0.017126550432 Building_or_Public_Space:0.182547745889 Road_or_Driveway:0.0159160334578 Traffic_Signal:0.0
1463 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.610302842692 Other:0.000890101679759 Building_or_Public_Space:0.383930476303 Road_or_Driveway:0.00487657932521 Traffic_Signal:0.0
1464 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.934889373616 Other:0.00255828419346 Building_or_Public_Space:0.0579346340755 Road_or_Driveway:0.0046177081146 Traffic_Signal:0.0
1465 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.700401867694 Other:0.011925977822 Building_or_Public_Space:0.256371644509 Road_or_Driveway:0.0313005099752 Traffic_Signal:0.0
1466 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.556505454517 Other:0.0263803009035 Building_or_Public_Space:0.397162738721 Road_or_Driveway:0.0199515058587 Traffic_Signal:0.0
1467 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.861340373256 Other:0.0127019305212 Building_or_Public_Space:0.116271750763 Road_or_Driveway:0.00968594545934 Traffic_Signal:0.0
1468 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.869484583527 Other:0.00321607596213 Building_or_Public_Space:0.12171386665 Road_or_Driveway:0.00558547386131 Traffic_Signal:0.0
1469 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.8664911289 Other:0.00253935949057 Building_or_Public_Space:0.121075084542 Road_or_Driveway:0.00989442706806 Traffic_Signal:0.0
1470 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.919301919313 Other:0.00399876075651 Building_or_Public_Space:0.0599779224024 Road_or_Driveway:0.016721397528 Traffic_Signal:0.0
1471 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.278104048344 Other:0.00485686500014 Building_or_Public_Space:0.698714832428 Road_or_Driveway:0.0183242542287 Traffic_Signal:0.0
1472 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.709827092427 Other:0.000786109113664 Building_or_Public_Space:0.237353968785 Road_or_Driveway:0.0517784152975 Traffic_Signal:0.000254414376755
1473 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.700349542165 Other:0.00218457734453 Building_or_Public_Space:0.296257291735 Road_or_Driveway:0.00120858875572 Traffic_Signal:0.0
1474 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.172366886635 Other:0.00576712072133 Building_or_Public_Space:0.813182027073 Road_or_Driveway:0.00868396557037 Traffic_Signal:0.0
1475 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.424247145677 Other:0.00507781446059 Building_or_Public_Space:0.297333749855 Road_or_Driveway:0.273029909175 Traffic_Signal:0.000311380833031
1476 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.807462079358 Other:0.00558765949273 Building_or_Public_Space:0.171425990617 Road_or_Driveway:0.0155242705325 Traffic_Signal:0.0
1477 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.829394411903 Other:0.00493061886557 Building_or_Public_Space:0.156124666725 Road_or_Driveway:0.00955030250667 Traffic_Signal:0.0
1478 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.7725937107 Other:0.00709817835555 Building_or_Public_Space:0.188565821236 Road_or_Driveway:0.0317422897082 Traffic_Signal:0.0
1479 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.80486444518 Other:0.0114227041085 Building_or_Public_Space:0.152105295677 Road_or_Driveway:0.031607555035 Traffic_Signal:0.0
1480 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.21916333013 Other:0.0040410849812 Building_or_Public_Space:0.649416474603 Road_or_Driveway:0.127379110285 Traffic_Signal:0.0
1481 Traffic_Signal Traffic_Signal NONE:0.0 Person_or_Vehicle:0.168222597874 Other:0.00957989527257 Building_or_Public_Space:0.274254336387 Road_or_Driveway:0.176804633019 Traffic_Signal:0.371138537447
1482 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.0706337719312 Other:0.0 Building_or_Public_Space:0.909143181589 Road_or_Driveway:0.014389141271 Traffic_Signal:0.00583390520928
1483 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.452566041533 Other:0.00544740285206 Building_or_Public_Space:0.489589579747 Road_or_Driveway:0.0505535789655 Traffic_Signal:0.00184339690269
1484 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.098295260301 Other:0.00161695791796 Building_or_Public_Space:0.856880948356 Road_or_Driveway:0.0410759100681 Traffic_Signal:0.0021309233569
1485 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.445224773107 Other:0.00204229982639 Building_or_Public_Space:0.496945322716 Road_or_Driveway:0.048731734345 Traffic_Signal:0.00705587000477
1486 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.414087912183 Other:0.00282712892129 Building_or_Public_Space:0.550340890621 Road_or_Driveway:0.0317095619786 Traffic_Signal:0.00103450629654
1487 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.367659818671 Other:0.00135739437604 Building_or_Public_Space:0.468955942158 Road_or_Driveway:0.161545468438 Traffic_Signal:0.000481376356974
1488 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.603005965474 Other:0.0161489054838 Building_or_Public_Space:0.342060447392 Road_or_Driveway:0.0376208687449 Traffic_Signal:0.00116381290553
1489 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.86052442926 Other:0.0166139156111 Building_or_Public_Space:0.106303619352 Road_or_Driveway:0.0165580357761 Traffic_Signal:0.0
1490 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.95175202587 Other:0.00448985129767 Building_or_Public_Space:0.0364551934375 Road_or_Driveway:0.00730292939461 Traffic_Signal:0.0
1491 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.51039774382 Other:0.0068444439459 Building_or_Public_Space:0.45551468682 Road_or_Driveway:0.0272431254145 Traffic_Signal:0.0
1492 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.125182166834 Other:0.00539086849097 Building_or_Public_Space:0.855619769271 Road_or_Driveway:0.0138071954041 Traffic_Signal:0.0
1493 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.582882088089 Other:0.00253304537184 Building_or_Public_Space:0.348113362698 Road_or_Driveway:0.0631599394199 Traffic_Signal:0.0033115644206
1494 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.593594531292 Other:0.00684007692979 Building_or_Public_Space:0.194039820782 Road_or_Driveway:0.205525570996 Traffic_Signal:0.0
1495 Traffic_Signal Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.454477470291 Other:0.00251875252565 Building_or_Public_Space:0.51229629438 Road_or_Driveway:0.0307074828033 Traffic_Signal:0.0
1496 Traffic_Signal Traffic_Signal NONE:0.0 Person_or_Vehicle:0.168222597874 Other:0.00957989527257 Building_or_Public_Space:0.274254336387 Road_or_Driveway:0.176804633019 Traffic_Signal:0.371138537447
1497 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.547731732992 Other:0.0 Building_or_Public_Space:0.424689051868 Road_or_Driveway:0.0200509826541 Traffic_Signal:0.00752823248588
1498 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.902391175539 Other:0.00208328649133 Building_or_Public_Space:0.0911184998244 Road_or_Driveway:0.00440703814483 Traffic_Signal:0.0
1499 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.499526280221 Other:0.00816743729992 Building_or_Public_Space:0.210035700876 Road_or_Driveway:0.282270581603 Traffic_Signal:0.0
1500 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.80486444518 Other:0.0114227041085 Building_or_Public_Space:0.152105295677 Road_or_Driveway:0.031607555035 Traffic_Signal:0.0
1501 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.733165610785 Other:0.0078180475582 Building_or_Public_Space:0.242846672628 Road_or_Driveway:0.0161696690282 Traffic_Signal:0.0
1502 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.108198764322 Other:0.000496679263696 Building_or_Public_Space:0.885300966544 Road_or_Driveway:0.00600358987009 Traffic_Signal:0.0
1503 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.382973845514 Other:0.00158854952378 Building_or_Public_Space:0.607045423424 Road_or_Driveway:0.00735595397109 Traffic_Signal:0.00103622756796
1504 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.835809350712 Other:0.0011024672235 Building_or_Public_Space:0.151597098227 Road_or_Driveway:0.0111539253511 Traffic_Signal:0.000337158487212
1505 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.70128023785 Other:0.0155664689386 Building_or_Public_Space:0.264606483331 Road_or_Driveway:0.0185468098805 Traffic_Signal:0.0
1506 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.886781226113 Other:0.0096963584873 Building_or_Public_Space:0.0971376924986 Road_or_Driveway:0.00638472290133 Traffic_Signal:0.0
